time;Tac;hs;u;Rg;Ca;Pa
1990-01-01 01:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 02:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 03:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 04:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 05:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 06:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 07:00:00;3.09;95.15;1.02;0.05;534;101.3
1990-01-01 08:00:00;5.29;87.57;1.69;59.61;534;101.3
1990-01-01 09:00:00;7.42;80.2;2.34;132.63;534;101.3
1990-01-01 10:00:00;9.41;73.34;2.95;193.44;534;101.3
1990-01-01 11:00:00;11.17;67.24;3.5;236.42;534;101.3
1990-01-01 12:00:00;12.65;62.14;3.97;257.63;534;101.3
1990-01-01 13:00:00;13.78;58.23;4.35;255.12;534;101.3
1990-01-01 14:00:00;14.52;55.66;4.61;229.1;534;101.3
1990-01-01 15:00:00;14.85;54.54;4.77;181.98;534;101.3
1990-01-01 16:00:00;14.75;54.89;4.8;118.1;534;101.3
1990-01-01 17:00:00;14.22;56.72;4.71;43.34;534;101.3
1990-01-01 18:00:00;13.28;59.95;4.49;0.05;534;101.3
1990-01-01 19:00:00;11.98;64.45;4.17;0.05;534;101.3
1990-01-01 20:00:00;10.36;70.06;3.74;0.05;534;101.3
1990-01-01 21:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 22:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-01 23:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-02 00:00:00;3.62;93.33;1.18;0.05;534;101.3
1990-01-02 01:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 02:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 03:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 04:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 05:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 06:00:00;4.24;94.67;1.11;0.05;534;101.3
1990-01-02 07:00:00;3.75;96.43;0.95;0.05;534;101.3
1990-01-02 08:00:00;5.84;88.95;1.63;60.95;534;101.3
1990-01-02 09:00:00;7.87;81.69;2.29;135.13;534;101.3
1990-01-02 10:00:00;9.76;74.92;2.91;196.88;534;101.3
1990-01-02 11:00:00;11.43;68.91;3.46;240.54;534;101.3
1990-01-02 12:00:00;12.84;63.88;3.94;262.08;534;101.3
1990-01-02 13:00:00;13.91;60.03;4.33;259.52;534;101.3
1990-01-02 14:00:00;14.62;57.5;4.6;233.1;534;101.3
1990-01-02 15:00:00;14.93;56.39;4.75;185.25;534;101.3
1990-01-02 16:00:00;14.83;56.75;4.79;120.37;534;101.3
1990-01-02 17:00:00;14.33;58.55;4.69;44.42;534;101.3
1990-01-02 18:00:00;13.44;61.72;4.48;0.05;534;101.3
1990-01-02 19:00:00;12.2;66.16;4.15;0.05;534;101.3
