time;Tac;hs;u;Rg;Ca;Pa
1990-07-01 01:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 02:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 03:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 04:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 05:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 06:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 07:00:00;28.59;61.09;2.44;404.73;837;101.3
1990-07-01 08:00:00;31.28;53.39;2.83;556.4;837;101.3
1990-07-01 09:00:00;33.75;46.32;3.19;685.75;837;101.3
1990-07-01 10:00:00;35.95;40.03;3.52;787.6;837;101.3
1990-07-01 11:00:00;37.83;34.68;3.79;857.85;837;101.3
1990-07-01 12:00:00;39.33;30.38;4.01;893.7;837;101.3
1990-07-01 13:00:00;40.43;27.24;4.17;893.7;837;101.3
1990-07-01 14:00:00;41.1;25.32;4.27;857.85;837;101.3
1990-07-01 15:00:00;41.32;24.68;4.3;787.6;837;101.3
1990-07-01 16:00:00;41.1;25.32;4.27;685.75;837;101.3
1990-07-01 17:00:00;40.43;27.24;4.17;556.4;837;101.3
1990-07-01 18:00:00;39.33;30.38;4.01;404.73;837;101.3
1990-07-01 19:00:00;37.83;34.68;3.79;236.82;837;101.3
1990-07-01 20:00:00;35.95;40.03;3.52;59.42;837;101.3
1990-07-01 21:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 22:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-01 23:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-02 00:00:00;21.82;80.43;1.45;0.05;837;101.3
1990-07-02 01:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 02:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 03:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 04:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 05:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 06:00:00;21.87;80.97;1.36;0.05;837;101.3
1990-07-02 07:00:00;28.51;61.67;2.41;403.39;837;101.3
1990-07-02 08:00:00;31.16;53.98;2.83;554.83;837;101.3
1990-07-02 09:00:00;33.59;46.91;3.22;684;837;101.3
1990-07-02 10:00:00;35.75;40.62;3.56;785.71;837;101.3
1990-07-02 11:00:00;37.59;35.27;3.85;855.87;837;101.3
