time;Tac;hs;u;Rg;Ca;Pa
1990-01-01 01:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 02:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 03:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 04:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 05:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 06:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 07:00:00;6;100.29;0.92;0.05;837;101.3
1990-01-01 08:00:00;7.86;93.89;1.42;58.85;837;101.3
1990-01-01 09:00:00;9.66;87.66;1.91;130.59;837;101.3
1990-01-01 10:00:00;11.35;81.81;2.36;189.51;837;101.3
1990-01-01 11:00:00;12.88;76.54;2.77;229.8;837;101.3
1990-01-01 12:00:00;14.18;72.04;3.12;247.51;837;101.3
1990-01-01 13:00:00;15.22;68.47;3.4;240.91;837;101.3
1990-01-01 14:00:00;15.95;65.93;3.6;210.64;837;101.3
1990-01-01 15:00:00;16.36;64.53;3.72;159.67;837;101.3
1990-01-01 16:00:00;16.42;64.31;3.74;93.02;837;101.3
1990-01-01 17:00:00;16.14;65.28;3.67;17.22;837;101.3
1990-01-01 18:00:00;15.53;67.4;3.51;0.05;837;101.3
1990-01-01 19:00:00;14.6;70.61;3.27;0.05;837;101.3
1990-01-01 20:00:00;13.39;74.78;2.95;0.05;837;101.3
1990-01-01 21:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 22:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-01 23:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-02 00:00:00;6.45;98.75;1.04;0.05;837;101.3
1990-01-02 01:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 02:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 03:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 04:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 05:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 06:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 07:00:00;5.71;100.47;1.08;0.05;837;101.3
1990-01-02 08:00:00;7.53;94.32;1.65;59.62;837;101.3
1990-01-02 09:00:00;9.31;88.33;2.21;131.82;837;101.3
1990-01-02 10:00:00;10.97;82.7;2.74;191.1;837;101.3
1990-01-02 11:00:00;12.47;77.64;3.21;231.64;837;101.3
1990-01-02 12:00:00;13.75;73.32;3.61;249.46;837;101.3
1990-01-02 13:00:00;14.77;69.88;3.94;242.82;837;101.3
1990-01-02 14:00:00;15.49;67.45;4.17;212.37;837;101.3
1990-01-02 15:00:00;15.89;66.1;4.3;161.09;837;101.3
1990-01-02 16:00:00;15.95;65.89;4.32;94.01;837;101.3
1990-01-02 17:00:00;15.67;66.82;4.25;17.71;837;101.3
1990-01-02 18:00:00;15.07;68.86;4.06;0.05;837;101.3
1990-01-02 19:00:00;14.16;71.94;3.78;0.05;837;101.3
1990-01-02 20:00:00;12.97;75.95;3.42;0.05;837;101.3
1990-01-02 21:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 22:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-02 23:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-03 00:00:00;6.14;99.03;1.22;0.05;837;101.3
1990-01-03 01:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 02:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 03:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 04:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 05:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 06:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 07:00:00;6.04;99.75;1.03;0.05;837;101.3
1990-01-03 08:00:00;7.82;93.49;1.47;61.72;837;101.3
1990-01-03 09:00:00;9.56;87.41;1.9;135.94;837;101.3
1990-01-03 10:00:00;11.19;81.7;2.31;196.85;837;101.3
1990-01-03 11:00:00;12.66;76.56;2.67;238.51;837;101.3
1990-01-03 12:00:00;13.91;72.17;2.99;256.82;837;101.3
1990-01-03 13:00:00;14.91;68.67;3.24;249.99;837;101.3
1990-01-03 14:00:00;15.61;66.2;3.42;218.7;837;101.3
1990-01-03 15:00:00;16;64.83;3.52;166.01;837;101.3
1990-01-03 16:00:00;16.06;64.62;3.54;97.07;837;101.3
1990-01-03 17:00:00;15.79;65.56;3.48;18.63;837;101.3
1990-01-03 18:00:00;15.2;67.63;3.34;0.05;837;101.3
1990-01-03 19:00:00;14.31;70.76;3.12;0.05;837;101.3
1990-01-03 20:00:00;13.15;74.84;2.84;0.05;837;101.3
1990-01-03 21:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 22:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-03 23:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-04 00:00:00;6.45;98.31;1.13;0.05;837;101.3
1990-01-04 01:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 02:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 03:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 04:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 05:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 06:00:00;7.18;96.91;1.13;0.05;837;101.3
1990-01-04 07:00:00;6.78;98.33;1.03;0.05;837;101.3
1990-01-04 08:00:00;8.54;91.98;1.49;60.55;837;101.3
1990-01-04 09:00:00;10.25;85.79;1.94;132.8;837;101.3
1990-01-04 10:00:00;11.85;79.99;2.36;192.08;837;101.3
1990-01-04 11:00:00;13.29;74.77;2.73;232.61;837;101.3
1990-01-04 12:00:00;14.53;70.31;3.06;250.42;837;101.3
1990-01-04 13:00:00;15.51;66.76;3.32;243.78;837;101.3
1990-01-04 14:00:00;16.2;64.25;3.5;213.34;837;101.3
1990-01-04 15:00:00;16.58;62.86;3.61;162.06;837;101.3
